ID,TimeStamp,CountryCode,TweetType,Size,LikeCount,RetweetCount
1128726283972763650,Wed May 15 19:18:11 WEST 2019,,isRetweet,140,0,1
1128620037319925760,Wed May 15 12:16:00 WEST 2019,,isRetweet,140,0,2
1127692598460780544,Sun May 12 22:50:41 WEST 2019,,isRetweet,140,0,2
1127675180506132481,Sun May 12 21:41:28 WEST 2019,,isRetweet,140,0,2
1127595225055137794,Sun May 12 16:23:46 WEST 2019,,isRetweet,140,0,6
1127386127193772034,Sun May 12 02:32:53 WEST 2019,,isRetweet,140,0,6
1127235876918923266,Sat May 11 16:35:50 WEST 2019,,isRetweet,141,0,1
1127074489932636160,Sat May 11 05:54:33 WEST 2019,,isRetweet,140,0,6
1127073388785209344,Sat May 11 05:50:10 WEST 2019,,isRetweet,140,0,6
1128779315724861440,Wed May 15 22:48:55 WEST 2019,,isRetweet,140,0,1
1130403957216559109,Mon May 20 10:24:39 WEST 2019,,isRetweet,140,0,2
1130395894225018880,Mon May 20 09:52:37 WEST 2019,,isRetweet,140,0,1
1130391801993605122,Mon May 20 09:36:21 WEST 2019,,isRetweet,140,0,3
1130377432371011584,Mon May 20 08:39:15 WEST 2019,,isRetweet,140,0,3
1130367083068444672,Mon May 20 07:58:08 WEST 2019,,isRetweet,139,0,1
1130361224888238081,Mon May 20 07:34:51 WEST 2019,,isRetweet,139,0,62
1130356686093312000,Mon May 20 07:16:49 WEST 2019,,isRetweet,139,0,62
1130354570708709376,Mon May 20 07:08:25 WEST 2019,,isRetweet,139,0,62
1130351951462322176,Mon May 20 06:58:00 WEST 2019,,isRetweet,139,0,62
1130055301489725440,Sun May 19 11:19:13 WEST 2019,,isRetweet,139,0,1
1129927011730780160,Sun May 19 02:49:27 WEST 2019,,isRetweet,140,0,4
1129915206732210176,Sun May 19 02:02:32 WEST 2019,,isRetweet,140,0,4
1129898414207098880,Sun May 19 00:55:49 WEST 2019,,isRetweet,134,0,1
1129811303990738949,Sat May 18 19:09:40 WEST 2019,,isRetweet,140,0,4
1129758481018499072,Sat May 18 15:39:46 WEST 2019,,isRetweet,140,0,4
1129708763177291776,Sat May 18 12:22:12 WEST 2019,,isRetweet,81,0,1
1129708006072045569,Sat May 18 12:19:12 WEST 2019,,isRetweet,139,0,1
1129665445517242368,Sat May 18 09:30:05 WEST 2019,,isRetweet,140,0,2
1129570673578299392,Sat May 18 03:13:29 WEST 2019,,isRetweet,140,0,1
1129570588924600320,Sat May 18 03:13:09 WEST 2019,,isRetweet,138,0,1
1129539590736568320,Sat May 18 01:09:58 WEST 2019,,isRetweet,78,0,1
1129474973821751297,Fri May 17 20:53:13 WEST 2019,,isRetweet,140,0,2
1129232871330201600,Fri May 17 04:51:11 WEST 2019,,isRetweet,140,0,1
1130424239415275522,Mon May 20 11:45:15 WEST 2019,,isRetweet,139,0,3
1130423435899932672,Mon May 20 11:42:04 WEST 2019,,isRetweet,139,0,100
1130422411613089798,Mon May 20 11:37:59 WEST 2019,,isRetweet,139,0,1
1130422088412618752,Mon May 20 11:36:42 WEST 2019,,isRetweet,142,0,10
1130421935286960129,Mon May 20 11:36:06 WEST 2019,,isRetweet,143,0,6
1130421490862759936,Mon May 20 11:34:20 WEST 2019,,isRetweet,140,0,1
1130417681063141376,Mon May 20 11:19:11 WEST 2019,,isRetweet,134,0,5
1130416435103244288,Mon May 20 11:14:14 WEST 2019,,isRetweet,140,0,80
1130415398514495489,Mon May 20 11:10:07 WEST 2019,,isRetweet,140,0,14
1130415216423034880,Mon May 20 11:09:24 WEST 2019,,isRetweet,139,0,186
1130415179093696513,Mon May 20 11:09:15 WEST 2019,,isRetweet,141,0,122
1130415054782906368,Mon May 20 11:08:45 WEST 2019,,isRetweet,141,0,122
1130414479274119169,Mon May 20 11:06:28 WEST 2019,,isRetweet,140,0,148
1130414264496394240,Mon May 20 11:05:37 WEST 2019,,isRetweet,140,0,363
1130413886363111424,Mon May 20 11:04:07 WEST 2019,,isRetweet,141,0,122
1130411593089597442,Mon May 20 10:55:00 WEST 2019,,isRetweet,140,0,11
1130411353301278720,Mon May 20 10:54:03 WEST 2019,,isRetweet,142,0,116
1130410302267363329,Mon May 20 10:49:52 WEST 2019,,isRetweet,140,0,363
1130409292996186112,Mon May 20 10:45:52 WEST 2019,,isRetweet,140,0,0
1130409026922209282,Mon May 20 10:44:48 WEST 2019,,isRetweet,140,0,8
1130407656697585664,Mon May 20 10:39:21 WEST 2019,,isRetweet,140,0,17
1130407082312773632,Mon May 20 10:37:05 WEST 2019,,isRetweet,140,0,155
1130406906525360129,Mon May 20 10:36:23 WEST 2019,,isRetweet,139,0,2
1130406725482369025,Mon May 20 10:35:39 WEST 2019,,isRetweet,110,0,1
1130406690720014338,Mon May 20 10:35:31 WEST 2019,,isRetweet,140,0,1
1130406620402507777,Mon May 20 10:35:14 WEST 2019,,isRetweet,142,0,53
1130406616862470144,Mon May 20 10:35:14 WEST 2019,,isRetweet,140,0,1
1130406208656084992,Mon May 20 10:33:36 WEST 2019,,isRetweet,139,0,2
1130406112019324928,Mon May 20 10:33:13 WEST 2019,,isRetweet,140,0,17
1130422791986122752,Mon May 20 11:39:30 WEST 2019,,isRetweet,139,0,11
1130422167819182080,Mon May 20 11:37:01 WEST 2019,,isRetweet,144,0,7
1130421853250572289,Mon May 20 11:35:46 WEST 2019,,isRetweet,139,0,11
1130421813387943936,Mon May 20 11:35:37 WEST 2019,,isRetweet,140,0,68
